,tmax,tmin,rain,tmax_tomorrow
1979-03-23,64.0,48.0,0.0,66.0
1979-03-24,66.0,50.0,0.0,60.0
1979-03-25,60.0,53.0,0.0,62.0
1979-03-26,62.0,52.0,0.41,59.0
1979-03-27,59.0,51.0,0.98,57.0
1979-03-28,57.0,49.0,0.06,59.0
1979-03-29,59.0,45.0,0.0,59.0
1979-03-30,59.0,48.0,0.0,61.0
1979-03-31,61.0,44.0,0.0,62.0
1979-04-01,62.0,48.0,0.0,62.0
1979-04-02,62.0,49.0,0.0,65.0
1979-04-03,65.0,46.0,0.0,68.0
1979-04-04,68.0,48.0,0.0,58.0
1979-04-05,58.0,52.0,0.0,61.0
1979-04-06,61.0,53.0,0.0,64.0
1979-04-07,64.0,47.0,0.0,58.0
1979-04-08,58.0,53.0,0.0,63.0
1979-04-09,63.0,52.0,0.0,60.0
1979-04-10,60.0,47.0,0.0,61.0
1979-04-11,61.0,54.0,0.0,63.0
1979-04-12,63.0,49.0,0.0,63.0
1979-04-13,63.0,51.0,0.0,63.0
1979-04-14,63.0,48.0,0.0,65.0
1979-04-15,65.0,52.0,0.0,60.0
1979-04-16,60.0,54.0,0.07,57.0
1979-04-17,57.0,49.0,0.01,58.0
1979-04-18,58.0,44.0,0.0,59.0
1979-04-19,59.0,44.0,0.0,62.0
1979-04-20,62.0,48.0,0.0,65.0
1979-04-21,65.0,51.0,0.0,61.0
1979-04-22,61.0,53.0,0.14,62.0
1979-04-23,62.0,55.0,0.23,64.0
1979-04-24,64.0,50.0,0.0,68.0
1979-04-25,68.0,53.0,0.02,64.0
1979-04-26,64.0,58.0,0.11,67.0
1979-04-27,67.0,57.0,0.0,66.0
1979-04-28,66.0,54.0,0.0,63.0
1979-04-29,63.0,54.0,0.0,60.0
1979-04-30,60.0,54.0,0.0,64.0
1979-05-01,64.0,55.0,0.0,65.0
1979-05-02,65.0,52.0,0.0,59.0
1979-05-03,59.0,53.0,0.0,63.0
1979-05-04,63.0,54.0,0.0,62.0
1979-05-05,62.0,56.0,0.09,62.0
1979-05-06,62.0,55.0,0.04,60.0
1979-05-07,60.0,53.0,0.05,62.0
1979-05-08,62.0,50.0,0.0,67.0
1979-05-09,67.0,48.0,0.0,72.0
1979-05-10,72.0,52.0,0.0,77.0
1979-05-11,77.0,52.0,0.0,84.0
1979-05-12,84.0,58.0,0.0,81.0
1979-05-13,81.0,55.0,0.0,67.0
1979-05-14,67.0,52.0,0.0,58.0
1979-05-15,58.0,52.0,0.0,63.0
1979-05-16,63.0,52.0,0.0,73.0
1979-05-17,73.0,51.0,0.0,70.0
1979-05-18,70.0,52.0,0.0,71.0
1979-05-19,71.0,56.0,0.0,67.0
1979-05-20,67.0,59.0,0.0,66.0
1979-05-21,66.0,60.0,0.0,70.0
1979-05-22,70.0,59.0,0.0,68.0
1979-05-23,68.0,56.0,0.0,70.0
1979-05-24,70.0,55.0,0.0,76.0
1979-05-25,76.0,55.0,0.0,67.0
1979-05-26,67.0,55.0,0.0,66.0
1979-05-27,66.0,54.0,0.0,69.0
1979-05-28,69.0,54.0,0.0,74.0
1979-05-29,74.0,54.0,0.0,80.0
1979-05-30,80.0,56.0,0.0,75.0
1979-05-31,75.0,54.0,0.0,77.0
1979-06-01,77.0,53.0,0.0,75.0
1979-06-02,75.0,55.0,0.0,68.0
1979-06-03,68.0,55.0,0.0,64.0
1979-06-04,64.0,55.0,0.0,74.0
1979-06-05,74.0,55.0,0.0,76.0
1979-06-06,76.0,59.0,0.0,91.0
1979-06-07,91.0,57.0,0.0,92.0
1979-06-08,92.0,60.0,0.0,82.0
1979-06-09,82.0,56.0,0.0,79.0
1979-06-10,79.0,55.0,0.0,74.0
1979-06-11,74.0,55.0,0.0,70.0
1979-06-12,70.0,55.0,0.0,66.0
1979-06-13,66.0,53.0,0.0,66.0
1979-06-14,66.0,50.0,0.0,64.0
1979-06-15,64.0,54.0,0.0,64.0
1979-06-16,64.0,54.0,0.0,64.0
1979-06-17,64.0,56.0,0.0,73.0
1979-06-18,73.0,54.0,0.0,72.0
1979-06-19,72.0,53.0,0.0,65.0
1979-06-20,65.0,54.0,0.0,64.0
1979-06-21,64.0,54.0,0.0,69.0
1979-06-22,69.0,55.0,0.0,66.0
1979-06-23,66.0,55.0,0.0,59.0
1979-06-24,59.0,54.0,0.0,61.0
1979-06-25,61.0,55.0,0.0,61.0
1979-06-26,61.0,55.0,0.0,61.0
1979-06-27,61.0,53.0,0.0,61.0
1979-06-28,61.0,53.0,0.0,68.0
1979-06-29,68.0,54.0,0.0,71.0
1979-06-30,71.0,54.0,0.0,67.0
1979-07-01,67.0,55.0,0.0,69.0
1979-07-02,69.0,57.0,0.0,62.0
1979-07-03,62.0,55.0,0.0,67.0
1979-07-04,67.0,58.0,0.0,68.0
1979-07-05,68.0,58.0,0.0,69.0
1979-07-06,69.0,56.0,0.0,70.0
1979-07-07,70.0,58.0,0.0,73.0
1979-07-08,73.0,59.0,0.0,73.0
1979-07-09,73.0,59.0,0.0,73.0
1979-07-10,73.0,59.0,0.0,74.0
1979-07-11,74.0,58.0,0.0,80.0
1979-07-12,80.0,60.0,0.0,81.0
1979-07-13,81.0,63.0,0.0,76.0
1979-07-14,76.0,59.0,0.0,71.0
1979-07-15,71.0,58.0,0.0,70.0
1979-07-16,70.0,58.0,0.0,70.0
1979-07-17,70.0,56.0,0.0,71.0
1979-07-18,71.0,56.0,0.0,72.0
1979-07-19,72.0,57.0,0.0,70.0
1979-07-20,70.0,56.0,0.0,71.0
1979-07-21,71.0,60.0,0.06,73.0
1979-07-22,73.0,60.0,0.0,76.0
1979-07-23,76.0,59.0,0.0,78.0
1979-07-24,78.0,58.0,0.0,70.0
1979-07-25,70.0,57.0,0.0,67.0
1979-07-26,67.0,59.0,0.0,64.0
1979-07-27,64.0,58.0,0.0,70.0
1979-07-28,70.0,58.0,0.0,75.0
1979-07-29,75.0,57.0,0.0,83.0
1979-07-30,83.0,58.0,0.0,73.0
1979-07-31,73.0,57.0,0.0,75.0
1979-08-01,75.0,56.0,0.0,72.0
1979-08-02,72.0,55.0,0.0,73.0
1979-08-03,73.0,57.0,0.0,65.0
1979-08-04,65.0,57.0,0.0,68.0
1979-08-05,68.0,55.0,0.0,73.0
1979-08-06,73.0,53.0,0.0,70.0
1979-08-07,70.0,55.0,0.0,70.0
1979-08-08,70.0,56.0,0.0,73.0
1979-08-09,73.0,53.0,0.0,68.0
1979-08-10,68.0,56.0,0.0,73.0
1979-08-11,73.0,57.0,0.0,67.0
1979-08-12,67.0,57.0,0.0,69.0
1979-08-13,69.0,59.0,0.0,70.0
1979-08-14,70.0,58.0,0.0,71.0
1979-08-15,71.0,58.0,0.0,69.0
1979-08-16,69.0,59.0,0.0,72.0
1979-08-17,72.0,56.0,0.0,71.0
1979-08-18,71.0,58.0,0.0,73.0
1979-08-19,73.0,61.0,0.0,73.0
1979-08-20,73.0,61.0,0.0,73.0
1979-08-21,73.0,62.0,0.0,74.0
1979-08-22,74.0,61.0,0.0,74.0
1979-08-23,74.0,60.0,0.0,73.0
1979-08-24,73.0,60.0,0.0,72.0
1979-08-25,72.0,60.0,0.0,75.0
1979-08-26,75.0,58.0,0.0,76.0
1979-08-27,76.0,62.0,0.0,74.0
1979-08-28,74.0,60.0,0.0,71.0
1979-08-29,71.0,60.0,0.0,75.0
1979-08-30,75.0,62.0,0.0,78.0
1979-08-31,78.0,60.0,0.0,77.0
1979-09-01,77.0,60.0,0.0,76.0
1979-09-02,76.0,66.0,0.0,75.0
1979-09-03,75.0,63.0,0.0,75.0
1979-09-04,75.0,58.0,0.0,76.0
1979-09-05,76.0,61.0,0.0,87.0
1979-09-06,87.0,61.0,0.0,75.0
1979-09-07,75.0,60.0,0.0,76.0
1979-09-08,76.0,64.0,0.0,80.0
1979-09-09,80.0,60.0,0.0,89.0
1979-09-10,89.0,58.0,0.0,94.0
1979-09-11,94.0,59.0,0.0,98.0
1979-09-12,98.0,66.0,0.0,77.0
1979-09-13,77.0,61.0,0.0,74.0
1979-09-14,74.0,60.0,0.0,77.0
1979-09-15,77.0,60.0,0.0,76.0
1979-09-16,76.0,59.0,0.0,75.0
1979-09-17,75.0,62.0,0.0,73.0
1979-09-18,73.0,62.0,0.0,74.0
1979-09-19,74.0,61.0,0.0,74.0
1979-09-20,74.0,56.0,0.0,74.0
1979-09-21,74.0,60.0,0.0,72.0
1979-09-22,72.0,58.0,0.0,74.0
1979-09-23,74.0,58.0,0.0,73.0
1979-09-24,73.0,59.0,0.0,73.0
1979-09-25,73.0,59.0,0.0,76.0
1979-09-26,76.0,54.0,0.0,70.0
1979-09-27,70.0,56.0,0.0,75.0
1979-09-28,75.0,56.0,0.0,73.0
1979-09-29,73.0,59.0,0.0,80.0
1979-09-30,80.0,58.0,0.0,73.0
1979-10-01,73.0,58.0,0.0,74.0
1979-10-02,74.0,60.0,0.0,78.0
1979-10-03,78.0,59.0,0.0,67.0
1979-10-04,67.0,58.0,0.0,69.0
1979-10-05,69.0,60.0,0.0,69.0
1979-10-06,69.0,61.0,0.0,68.0
1979-10-07,68.0,61.0,0.0,69.0
1979-10-08,69.0,60.0,0.0,73.0
1979-10-09,73.0,55.0,0.0,74.0
1979-10-10,74.0,57.0,0.0,70.0
1979-10-11,70.0,61.0,0.0,75.0
1979-10-12,75.0,61.0,0.0,75.0
1979-10-13,75.0,63.0,0.0,74.0
1979-10-14,74.0,63.0,0.07,75.0
1979-10-15,75.0,64.0,0.0,71.0
1979-10-16,71.0,61.0,0.0,69.0
1979-10-17,69.0,59.0,0.0,67.0
1979-10-18,67.0,60.0,0.07,69.0
1979-10-19,69.0,60.0,0.41,67.0
1979-10-20,67.0,54.0,0.03,66.0
1979-10-21,66.0,51.0,0.0,71.0
1979-10-22,71.0,53.0,0.0,76.0
1979-10-23,76.0,57.0,0.0,72.0
1979-10-24,72.0,57.0,0.0,68.0
1979-10-25,68.0,59.0,1.48,69.0
1979-10-26,69.0,51.0,0.0,69.0
1979-10-27,69.0,53.0,0.0,70.0
1979-10-28,70.0,54.0,0.0,73.0
1979-10-29,73.0,54.0,0.0,67.0
1979-10-30,67.0,47.0,0.0,64.0
1979-10-31,64.0,52.0,0.0,62.0
1979-11-01,62.0,56.0,0.0,63.0
1979-11-02,63.0,52.0,0.0,62.0
1979-11-03,62.0,58.0,0.57,65.0
1979-11-04,65.0,55.0,0.0,67.0
1979-11-05,67.0,51.0,0.0,70.0
1979-11-06,70.0,53.0,0.0,65.0
1979-11-07,65.0,53.0,0.05,66.0
1979-11-08,66.0,51.0,0.0,62.0
1979-11-09,62.0,51.0,0.0,60.0
1979-11-10,60.0,52.0,0.0,64.0
1979-11-11,64.0,51.0,0.0,62.0
1979-11-12,62.0,46.0,0.0,64.0
1979-11-13,64.0,50.0,0.0,66.0
1979-11-14,66.0,48.0,0.0,64.0
1979-11-15,64.0,52.0,0.0,66.0
1979-11-16,66.0,57.0,0.75,63.0
1979-11-17,63.0,54.0,0.0,61.0
1979-11-18,61.0,50.0,0.0,62.0
1979-11-19,62.0,44.0,0.0,63.0
1979-11-20,63.0,46.0,0.0,56.0
1979-11-21,56.0,40.0,0.0,56.0
1979-11-22,56.0,50.0,0.47,58.0
1979-11-23,58.0,51.0,0.0,60.0
1979-11-24,60.0,53.0,0.12,60.0
1979-11-25,60.0,51.0,0.08,59.0
1979-11-26,59.0,45.0,0.0,60.0
1979-11-27,60.0,45.0,0.0,61.0
1979-11-28,61.0,48.0,0.0,59.0
1979-11-29,59.0,47.0,0.0,60.0
1979-11-30,60.0,45.0,0.0,56.0
1979-12-01,56.0,48.0,0.0,59.0
1979-12-02,59.0,50.0,0.0,67.0
1979-12-03,67.0,46.0,0.0,60.0
1979-12-04,60.0,44.0,0.0,64.0
1979-12-05,64.0,44.0,0.0,66.0
1979-12-06,66.0,47.0,0.0,65.0
1979-12-07,65.0,53.0,0.0,64.0
1979-12-08,64.0,45.0,0.0,58.0
1979-12-09,58.0,50.0,0.0,62.0
1979-12-10,62.0,49.0,0.0,60.0
1979-12-11,60.0,44.0,0.0,59.0
1979-12-12,59.0,39.0,0.0,61.0
1979-12-13,61.0,40.0,0.0,57.0
1979-12-14,57.0,41.0,0.0,58.0
1979-12-15,58.0,42.0,0.0,60.0
1979-12-16,60.0,42.0,0.0,58.0
1979-12-17,58.0,42.0,0.0,59.0
1979-12-18,59.0,40.0,0.0,56.0
1979-12-19,56.0,52.0,0.33,55.0
1979-12-20,55.0,51.0,0.1,61.0
1979-12-21,61.0,49.0,0.01,54.0
1979-12-22,54.0,43.0,0.0,52.0
1979-12-23,52.0,45.0,1.42,53.0
1979-12-24,53.0,52.0,1.94,58.0
1979-12-25,58.0,46.0,0.28,56.0
1979-12-26,56.0,41.0,0.0,53.0
1979-12-27,53.0,43.0,0.0,50.0
1979-12-28,50.0,43.0,0.0,55.0
1979-12-29,55.0,43.0,0.0,59.0
1979-12-30,59.0,54.0,0.4,61.0
1979-12-31,61.0,53.0,0.31,58.0
1980-01-01,58.0,49.0,0.01,49.0
1980-01-02,49.0,45.0,0.01,56.0
1980-01-03,56.0,45.0,0.0,56.0
1980-01-04,56.0,50.0,0.01,58.0
1980-01-05,58.0,50.0,0.0,57.0
1980-01-06,57.0,54.0,0.0,60.0
1980-01-07,60.0,47.0,0.0,59.0
1980-01-08,59.0,50.0,0.1,58.0
1980-01-09,58.0,54.0,0.38,55.0
1980-01-10,55.0,51.0,0.38,60.0
1980-01-11,60.0,50.0,0.92,63.0
1980-01-12,63.0,59.0,0.18,63.0
1980-01-13,63.0,59.0,0.66,61.0
1980-01-14,61.0,56.0,0.06,59.0
1980-01-15,59.0,55.0,0.23,60.0
1980-01-16,60.0,58.0,0.07,60.0
1980-01-17,60.0,51.0,0.15,57.0
1980-01-18,57.0,47.0,0.0,56.0
1980-01-19,56.0,40.0,0.0,60.0
1980-01-20,60.0,42.0,0.0,56.0
1980-01-21,56.0,41.0,0.0,65.0
1980-01-22,65.0,44.0,0.0,60.0
1980-01-23,60.0,42.0,0.0,56.0
1980-01-24,56.0,42.0,0.0,52.0
1980-01-25,52.0,44.0,0.0,53.0
1980-01-26,53.0,43.0,0.0,53.0
1980-01-27,53.0,45.0,0.0,52.0
1980-01-28,52.0,41.0,0.0,54.0
1980-01-29,54.0,39.0,0.0,56.0
1980-01-30,56.0,37.0,0.0,58.0
1980-01-31,58.0,46.0,0.0,59.0
1980-02-01,59.0,46.0,0.0,59.0
1980-02-02,59.0,49.0,0.0,63.0
1980-02-03,63.0,52.0,0.0,69.0
1980-02-04,69.0,49.0,0.0,61.0
1980-02-05,61.0,52.0,0.0,66.0
1980-02-06,66.0,53.0,0.0,65.0
1980-02-07,65.0,52.0,0.0,64.0
1980-02-08,64.0,51.0,0.0,65.0
1980-02-09,65.0,44.0,0.0,59.0
1980-02-10,59.0,45.0,0.0,58.0
1980-02-11,58.0,46.0,0.0,60.0
1980-02-12,60.0,45.0,0.0,61.0
1980-02-13,61.0,44.0,0.0,57.0
1980-02-14,57.0,53.0,0.72,61.0
1980-02-15,61.0,55.0,0.5,61.0
1980-02-16,61.0,57.0,0.95,61.0
1980-02-17,61.0,59.0,0.33,63.0
1980-02-18,63.0,58.0,0.48,60.0
1980-02-19,60.0,57.0,0.97,59.0
1980-02-20,59.0,53.0,0.66,60.0
1980-02-21,60.0,56.0,0.18,62.0
1980-02-22,62.0,54.0,0.07,60.0
1980-02-23,60.0,48.0,0.0,62.0
1980-02-24,62.0,54.0,0.13,64.0
1980-02-25,64.0,54.0,0.0,64.0
1980-02-26,64.0,55.0,0.0,67.0
1980-02-27,67.0,58.0,0.55,62.0
1980-02-28,62.0,54.0,0.02,61.0
1980-02-29,61.0,48.0,0.0,59.0
1980-03-01,59.0,53.0,0.0,60.0
1980-03-02,60.0,54.0,0.4,60.0
1980-03-03,60.0,51.0,0.02,61.0
1980-03-04,61.0,50.0,0.6,59.0
1980-03-05,59.0,52.0,0.35,57.0
1980-03-06,57.0,48.0,0.15,61.0
1980-03-07,61.0,49.0,0.0,65.0
1980-03-08,65.0,51.0,0.0,70.0
1980-03-09,70.0,47.0,0.0,65.0
1980-03-10,65.0,47.0,0.0,59.0
1980-03-11,59.0,50.0,0.0,60.0
1980-03-12,60.0,43.0,0.0,60.0
1980-03-13,60.0,47.0,0.0,62.0
1980-03-14,62.0,54.0,0.02,59.0
1980-03-15,59.0,48.0,0.0,61.0
1980-03-16,61.0,44.0,0.0,60.0
1980-03-17,60.0,48.0,0.0,66.0
1980-03-18,66.0,48.0,0.0,63.0
1980-03-19,63.0,53.0,0.0,60.0
1980-03-20,60.0,50.0,0.0,62.0
1980-03-21,62.0,50.0,0.03,73.0
1980-03-22,73.0,51.0,0.0,65.0
1980-03-23,65.0,47.0,0.0,66.0
1980-03-24,66.0,49.0,0.0,54.0
1980-03-25,54.0,45.0,0.14,59.0
1980-03-26,59.0,44.0,0.0,61.0
1980-03-27,61.0,45.0,0.0,66.0
1980-03-28,66.0,46.0,0.0,66.0
1980-03-29,66.0,47.0,0.0,70.0
1980-03-30,70.0,49.0,0.0,62.0
1980-03-31,62.0,51.0,0.0,61.0
1980-04-01,61.0,48.0,0.0,60.0
1980-04-02,60.0,46.0,0.0,59.0
1980-04-03,59.0,50.0,0.0,59.0
1980-04-04,59.0,54.0,0.41,62.0
1980-04-05,62.0,56.0,0.18,61.0
1980-04-06,61.0,49.0,0.01,63.0
1980-04-07,63.0,45.0,0.0,67.0
1980-04-08,67.0,48.0,0.0,63.0
1980-04-09,63.0,54.0,0.02,66.0
1980-04-10,66.0,48.0,0.0,81.0
1980-04-11,81.0,50.0,0.0,77.0
1980-04-12,77.0,51.0,0.0,71.0
1980-04-13,71.0,52.0,0.0,64.0
1980-04-14,64.0,55.0,0.0,70.0
1980-04-15,70.0,50.0,0.0,70.0
1980-04-16,70.0,51.0,0.0,63.0
1980-04-17,63.0,50.0,0.0,65.0
1980-04-18,65.0,51.0,0.0,65.0
1980-04-19,65.0,53.0,0.0,65.0
1980-04-20,65.0,49.0,0.02,60.0
1980-04-21,60.0,48.0,0.08,58.0
1980-04-22,58.0,47.0,0.21,62.0
1980-04-23,62.0,51.0,0.0,63.0
1980-04-24,63.0,51.0,0.0,60.0
1980-04-25,60.0,50.0,0.0,65.0
1980-04-26,65.0,51.0,0.0,67.0
1980-04-27,67.0,52.0,0.0,63.0
1980-04-28,63.0,53.0,0.0,66.0
1980-04-29,66.0,53.0,0.0,73.0
1980-04-30,73.0,50.0,0.0,68.0
1980-05-01,68.0,52.0,0.0,63.0
1980-05-02,63.0,51.0,0.0,65.0
1980-05-03,65.0,52.0,0.0,65.0
1980-05-04,65.0,51.0,0.0,66.0
1980-05-05,66.0,54.0,0.0,66.0
1980-05-06,66.0,53.0,0.0,68.0
1980-05-07,68.0,51.0,0.0,61.0
1980-05-08,61.0,53.0,0.0,60.0
1980-05-09,60.0,52.0,0.21,60.0
1980-05-10,60.0,50.0,0.0,61.0
1980-05-11,61.0,52.0,0.0,60.0
1980-05-12,60.0,52.0,0.0,58.0
1980-05-13,58.0,53.0,0.0,64.0
1980-05-14,64.0,50.0,0.0,65.0
1980-05-15,65.0,50.0,0.0,66.0
1980-05-16,66.0,51.0,0.0,72.0
1980-05-17,72.0,50.0,0.0,66.0
1980-05-18,66.0,52.0,0.0,75.0
1980-05-19,75.0,51.0,0.0,69.0
1980-05-20,69.0,54.0,0.0,62.0
1980-05-21,62.0,53.0,0.0,63.0
1980-05-22,63.0,52.0,0.0,60.0
1980-05-23,60.0,51.0,0.0,61.0
1980-05-24,61.0,49.0,0.0,66.0
1980-05-25,66.0,48.0,0.0,66.0
1980-05-26,66.0,49.0,0.0,63.0
1980-05-27,63.0,53.0,0.0,64.0
1980-05-28,64.0,53.0,0.0,66.0
1980-05-29,66.0,53.0,0.0,63.0
1980-05-30,63.0,53.0,0.0,67.0
1980-05-31,67.0,54.0,0.0,63.0
1980-06-01,63.0,53.0,0.0,65.0
1980-06-02,65.0,52.0,0.0,64.0
1980-06-03,64.0,51.0,0.0,65.0
1980-06-04,65.0,53.0,0.01,63.0
1980-06-05,63.0,50.0,0.0,65.0
1980-06-06,65.0,53.0,0.0,69.0
1980-06-07,69.0,53.0,0.0,71.0
1980-06-08,71.0,54.0,0.0,67.0
1980-06-09,67.0,54.0,0.0,63.0
1980-06-10,63.0,54.0,0.0,65.0
1980-06-11,65.0,54.0,0.0,66.0
1980-06-12,66.0,54.0,0.0,65.0
1980-06-13,65.0,54.0,0.0,72.0
1980-06-14,72.0,53.0,0.0,75.0
1980-06-15,75.0,52.0,0.0,68.0
1980-06-16,68.0,53.0,0.0,71.0
1980-06-17,71.0,54.0,0.0,63.0
1980-06-18,63.0,55.0,0.0,60.0
1980-06-19,60.0,54.0,0.0,65.0
1980-06-20,65.0,53.0,0.0,64.0
1980-06-21,64.0,54.0,0.0,65.0
1980-06-22,65.0,53.0,0.0,69.0
1980-06-23,69.0,54.0,0.0,69.0
1980-06-24,69.0,55.0,0.0,70.0
1980-06-25,70.0,55.0,0.0,75.0
1980-06-26,75.0,53.0,0.0,83.0
1980-06-27,83.0,54.0,0.0,83.0
1980-06-28,83.0,55.0,0.0,72.0
1980-06-29,72.0,54.0,0.0,69.0
1980-06-30,69.0,55.0,0.0,65.0
1980-07-01,65.0,54.0,0.04,64.0
1980-07-02,64.0,56.0,0.19,65.0
1980-07-03,65.0,56.0,0.0,66.0
1980-07-04,66.0,55.0,0.0,67.0
1980-07-05,67.0,56.0,0.0,67.0
1980-07-06,67.0,54.0,0.0,69.0
1980-07-07,69.0,55.0,0.0,69.0
1980-07-08,69.0,57.0,0.0,73.0
1980-07-09,73.0,59.0,0.0,77.0
1980-07-10,77.0,55.0,0.0,68.0
1980-07-11,68.0,56.0,0.0,68.0
1980-07-12,68.0,57.0,0.0,69.0
1980-07-13,69.0,57.0,0.0,74.0
1980-07-14,74.0,57.0,0.0,81.0
1980-07-15,81.0,57.0,0.0,73.0
1980-07-16,73.0,57.0,0.0,72.0
1980-07-17,72.0,57.0,0.0,64.0
1980-07-18,64.0,56.0,0.0,72.0
1980-07-19,72.0,58.0,0.0,73.0
1980-07-20,73.0,57.0,0.0,72.0
1980-07-21,72.0,57.0,0.0,69.0
1980-07-22,69.0,56.0,0.0,70.0
1980-07-23,70.0,57.0,0.0,74.0
1980-07-24,74.0,57.0,0.0,83.0
1980-07-25,83.0,56.0,0.0,76.0
1980-07-26,76.0,56.0,0.0,80.0
1980-07-27,80.0,59.0,0.0,82.0
1980-07-28,82.0,60.0,0.0,79.0
1980-07-29,79.0,57.0,0.0,77.0
1980-07-30,77.0,60.0,0.0,85.0
1980-07-31,85.0,63.0,0.0,84.0
1980-08-01,84.0,60.0,0.0,69.0
1980-08-02,69.0,60.0,0.0,75.0
1980-08-03,75.0,59.0,0.0,71.0
1980-08-04,71.0,59.0,0.0,74.0
1980-08-05,74.0,60.0,0.0,69.0
1980-08-06,69.0,56.0,0.0,72.0
1980-08-07,72.0,57.0,0.0,67.0
1980-08-08,67.0,56.0,0.0,70.0
1980-08-09,70.0,56.0,0.0,70.0
1980-08-10,70.0,55.0,0.0,67.0
1980-08-11,67.0,55.0,0.0,67.0
1980-08-12,67.0,56.0,0.0,61.0
1980-08-13,61.0,55.0,0.0,63.0
1980-08-14,63.0,54.0,0.0,73.0
1980-08-15,73.0,56.0,0.0,70.0
1980-08-16,70.0,56.0,0.0,71.0
1980-08-17,71.0,57.0,0.0,70.0
1980-08-18,70.0,59.0,0.0,75.0
1980-08-19,75.0,58.0,0.0,72.0
1980-08-20,72.0,58.0,0.0,67.0
1980-08-21,67.0,56.0,0.0,68.0
1980-08-22,68.0,56.0,0.0,70.0
1980-08-23,70.0,58.0,0.0,67.0
1980-08-24,67.0,57.0,0.0,66.0
1980-08-25,66.0,57.0,0.0,67.0
1980-08-26,67.0,56.0,0.0,68.0
1980-08-27,68.0,57.0,0.0,69.0
1980-08-28,69.0,57.0,0.0,70.0
1980-08-29,70.0,58.0,0.0,69.0
1980-08-30,69.0,58.0,0.0,71.0
1980-08-31,71.0,57.0,0.0,70.0
1980-09-01,70.0,56.0,0.0,68.0
1980-09-02,68.0,56.0,0.0,67.0
1980-09-03,67.0,57.0,0.0,71.0
1980-09-04,71.0,57.0,0.0,68.0
1980-09-05,68.0,57.0,0.0,66.0
1980-09-06,66.0,59.0,0.0,72.0
1980-09-07,72.0,59.0,0.0,71.0
1980-09-08,71.0,58.0,0.0,67.0
1980-09-09,67.0,58.0,0.0,70.0
1980-09-10,70.0,58.0,0.0,67.0
1980-09-11,67.0,57.0,0.0,67.0
1980-09-12,67.0,57.0,0.0,65.0
1980-09-13,65.0,57.0,0.0,68.0
1980-09-14,68.0,58.0,0.0,76.0
1980-09-15,76.0,57.0,0.0,74.0
1980-09-16,74.0,56.0,0.0,79.0
1980-09-17,79.0,58.0,0.0,72.0
1980-09-18,72.0,58.0,0.0,71.0
1980-09-19,71.0,59.0,0.0,69.0
1980-09-20,69.0,56.0,0.0,77.0
1980-09-21,77.0,55.0,0.0,85.0
1980-09-22,85.0,54.0,0.0,86.0
1980-09-23,86.0,54.0,0.0,80.0
1980-09-24,80.0,57.0,0.0,72.0
1980-09-25,72.0,55.0,0.0,69.0
1980-09-26,69.0,58.0,0.0,65.0
1980-09-27,65.0,58.0,0.0,72.0
1980-09-28,72.0,58.0,0.0,86.0
1980-09-29,86.0,54.0,0.0,93.0
1980-09-30,93.0,56.0,0.0,93.0
1980-10-01,93.0,62.0,0.0,98.0
1980-10-02,98.0,63.0,0.0,92.0
1980-10-03,92.0,61.0,0.0,73.0
1980-10-04,73.0,59.0,0.0,67.0
1980-10-05,67.0,59.0,0.0,71.0
1980-10-06,71.0,57.0,0.0,76.0
1980-10-07,76.0,53.0,0.0,78.0
1980-10-08,78.0,54.0,0.0,68.0
1980-10-09,68.0,55.0,0.0,63.0
1980-10-10,63.0,57.0,0.0,65.0
1980-10-11,65.0,54.0,0.02,69.0
1980-10-12,69.0,59.0,0.04,66.0
1980-10-13,66.0,56.0,0.05,65.0
1980-10-14,65.0,54.0,0.0,66.0
1980-10-15,66.0,50.0,0.0,66.0
1980-10-16,66.0,49.0,0.0,68.0
1980-10-17,68.0,49.0,0.0,67.0
1980-10-18,67.0,49.0,0.0,73.0
1980-10-19,73.0,47.0,0.0,72.0
1980-10-20,72.0,47.0,0.0,74.0
1980-10-21,74.0,49.0,0.0,74.0
1980-10-22,74.0,48.0,0.0,76.0
1980-10-23,76.0,50.0,0.0,63.0
1980-10-24,63.0,55.0,0.0,60.0
1980-10-25,60.0,55.0,0.0,65.0
1980-10-26,65.0,50.0,0.0,71.0
1980-10-27,71.0,49.0,0.0,70.0
1980-10-28,70.0,52.0,0.0,73.0
1980-10-29,73.0,45.0,0.0,72.0
1980-10-30,72.0,45.0,0.0,72.0
1980-10-31,72.0,47.0,0.0,65.0
1980-11-01,65.0,49.0,0.0,75.0
1980-11-02,75.0,51.0,0.0,76.0
1980-11-03,76.0,54.0,0.0,77.0
1980-11-04,77.0,53.0,0.0,63.0
1980-11-05,63.0,55.0,0.0,65.0
1980-11-06,65.0,56.0,0.0,66.0
1980-11-07,66.0,56.0,0.0,66.0
1980-11-08,66.0,49.0,0.0,66.0
1980-11-09,66.0,50.0,0.0,63.0
1980-11-10,63.0,46.0,0.0,60.0
1980-11-11,60.0,49.0,0.0,60.0
1980-11-12,60.0,45.0,0.0,62.0
1980-11-13,62.0,43.0,0.0,62.0
1980-11-14,62.0,44.0,0.0,68.0
1980-11-15,68.0,47.0,0.0,62.0
1980-11-16,62.0,43.0,0.0,66.0
1980-11-17,66.0,45.0,0.0,66.0
1980-11-18,66.0,43.0,0.0,66.0
